link, desig, details, org, loc, exp, keyskills, descl, salary, date, expLow, expHigh, salLow, salHigh 
https://www.naukri.com/job-listings-IT-Service-Delivery-Manager-Infrastructure-Work-FROM-Home-Option-Genex-Corporate-Services-Pvt-Ltd-Navi-Mumbai-Mumbai-Tardeo-0-to-2-years-220318000396?src=jobsearchDesk&sid=15217229125272&xp=24&px=1,IT Service Delivery Manager - Infrastructure - Work FROM Home Option,IT Service Delivery Manager - Infrastructure - Work FROM Home Option,Genex Corporate Services Pvt. Ltd,Navi Mumbai- Mumbai(Tardeo),0-2 yrs,Service Delivery Management- IT Service Delivery- Client Relationship- ITIL..., Building strong relationship with Clients and Employees.  Frequent visits to Client ...,250000 - 500000 P.A.,2018-03-22,0,2,250000,500000
https://www.naukri.com/job-listings-Senior-Consultant-IT-Consulting-Information-Security-Protiviti-Delhi-NCR-3-to-5-years-210318900555?src=jobsearchDesk&sid=15217229125272&xp=25&px=1,Senior Consultant - IT Consulting - Information Security,Senior Consultant - IT Consulting - Information Security,Protiviti,Delhi NCR,3-5 yrs,C- Java- IT Risk Management- Vulnerability Assessment- PCI DSS- Cissp...,Senior Consultant - IT Consulting - Information Security (3-5 yrs)  The Firm is seeking to ...,Not disclosed,2018-03-22,3,5,0,0
https://www.naukri.com/job-listings-Freshers-Non-IT-Opening-Voice-Process-Hyderabad-Accenture-Solutions-Pvt-Ltd-Hyderabad-0-to-0-years-210318003515?src=jobsearchDesk&sid=15217229125272&xp=26&px=1,Freshers (Non IT Opening) - Voice Process - Hyderabad,Freshers (Non IT Opening) - Voice Process - Hyderabad,Accenture Solutions Pvt Ltd,Hyderabad,0-0 yrs,non it- voice process- international bpo- call center..., ,Not disclosed,2018-03-22,0,0,0,0
https://www.naukri.com/job-listings-CES-IT-Sr-java-Developer-Scheduled-Walk-in-on-24th-Mar-18-Saturday-CES-Ltd-Hyderabad-Gachibowli-4-to-9-years-200318007841?src=jobsearchDesk&sid=15217229125272&xp=27&px=1,CES IT - Sr.java Developer - Scheduled Walk-in on 24th Mar 18 Saturday,CES IT - Sr.java Developer - Scheduled Walk-in on 24th Mar 18 Saturday,CES Ltd.,Hyderabad(Gachibowli),4-9 yrs,html- javascript- play framework- css- jpa- spring- mysql- grunt- junit...,CES IT - Sr.java Developer - Scheduled Walk-in on 24th Mar 18 Saturday  CES IT - We are ...,900000 - 1800000 P.A.,2018-03-22,4,9,900000,1800000
https://www.naukri.com/job-listings-Cn-strategy-tc-ta-new-IT-9-Accenture-Bengaluru-4-to-8-years-190218902332?src=jobsearchDesk&sid=15217229125272&xp=28&px=1,Cn-strategy-tc-ta-new IT- 9,Cn-strategy-tc-ta-new IT- 9,Accenture,Bengaluru,4-8 yrs,Service- Scrum- Change management- Tools- Business solutions...,About Capability Network:   If you are looking for a career with unparalleled global impact-  then ...,Not disclosed,2018-03-22,4,8,0,0
https://www.naukri.com/job-listings-Route-Trainer-IT-CPM-INDIA-Sales-Marketing-Pvt-Ltd-Delhi-NCR-Jaipur-Pune-2-to-7-years-120318002136?src=jobsearchDesk&sid=15217229125272&xp=29&px=1,Route Trainer - IT,Route Trainer - IT,CPM INDIA Sales  Marketing Pvt Ltd.,Delhi NCR- Jaipur- Pune,2-7 yrs,Field Sales- Sales Training- Product Training- Customer Handling...,TO conduct training related to sales/customer handling/product training to field sales staff. ...,400000 - 425000 P.A.,2018-03-22,2,7,400000,425000
https://www.naukri.com/job-listings-Systems-Engineer-IT-Infrastructure-Fidelity-Business-Service-India-Private-Limited-Chennai-2-to-5-years-090218901474?src=jobsearchDesk&sid=15217229125272&xp=30&px=1,Systems Engineer - IT Infrastructure,Systems Engineer - IT Infrastructure,Fidelity Business Service India Private Limited,Chennai,2-5 yrs,Networking- XenDesktop- XenApp- ITIL Certified- Problem Resolution..., ,Not disclosed,2018-03-22,2,5,0,0
https://www.naukri.com/job-listings-Inside-Sales-Manager-for-IT-Company-Right-Technologies-India-Mumbai-1-to-5-years-260917000866?src=jobsearchDesk&sid=15217229125272&xp=31&px=1,Inside Sales Manager for IT Company,Inside Sales Manager for IT Company,Right Technologies India,Mumbai,1-5 yrs,inside sales,At least 3+ years inside or telemarketing sales experience- or solution selling experience in the ...,250000 - 600000 P.A.,2018-03-22,1,5,250000,600000
https://www.naukri.com/job-listings-Cn-strategy-tc-ta-new-IT-6-Accenture-Gurgaon-2-to-5-years-220318900277?src=jobsearchDesk&sid=15217229125272&xp=32&px=1,Cn-strategy-tc-ta-new IT- 6,Cn-strategy-tc-ta-new IT- 6,Accenture,Gurgaon,2-5 yrs,Scrum- Tools- application architecture- Policies- Management consulting..., ,Not disclosed,2018-03-22,2,5,0,0
https://www.naukri.com/job-listings-Software-Developer-Ruby-on-Rail-with-UK-Based-IT-Company-ITQuest-Consultants-PVT-LTD-Mumbai-Chembur-0-to-2-years-220318003754?src=jobsearchDesk&sid=15217229125272&xp=33&px=1,Software Developer Ruby on Rail  with UK Based IT Company,Software Developer Ruby on Rail  with UK Based IT Company,ITQuest Consultants PVT LTD,Mumbai(Chembur),0-2 yrs,Software Development- Ruby Rails- HTML- CSS- Javascript- Postgresql- MySQL, Develop feature in agile environment using HTML- Ruby on Rails- CSS- Java Script. ...,Not disclosed,2018-03-22,0,2,0,0
https://www.naukri.com/job-listings-Manager-Business-Development-IT-Startup-People-Hire-Consulting-Bengaluru-1-to-6-years-220318002828?src=jobsearchDesk&sid=15217229125272&xp=34&px=1,Manager - Business Development - IT Startup,Manager - Business Development - IT Startup,People Hire Consulting,Bengaluru,1-6 yrs,Sales Consulting- Business Development Management- New Business- Startup...,Roles and responsibilities include- but are not limited to:   Contributing to all major aspects ...,Not disclosed,2018-03-22,1,6,0,0
https://www.naukri.com/job-listings-Manager-Business-Development-Channel-Sales-IT-Jayatram-Business-Solution-Bengaluru-Gurgaon-Mumbai-Gurugram-3-to-7-years-210318901781?src=jobsearchDesk&sid=15217229125272&xp=35&px=1,Manager - Business Development - Channel Sales - IT,Manager - Business Development - Channel Sales - IT,Jayatram Business Solution,Bengaluru- Gurgaon- Mumbai- Gurugram,3-7 yrs,Manager - Business Development- Channel Sales- Sales- Business Development-...,Job Description:  - Responsible for new business development via prospecting high value target ...,Not disclosed,2018-03-22,3,7,0,0
https://www.naukri.com/job-listings-Business-Development-Manager-Enterprise-Sales-IT-Solutions-Jayatram-Business-Solution-Bengaluru-Mumbai-Gurgaon-3-to-7-years-210318900593?src=jobsearchDesk&sid=15217229125272&xp=36&px=1,Business Development Manager - Enterprise Sales - IT Solutions,Business Development Manager - Enterprise Sales - IT Solutions,Jayatram Business Solution,Bengaluru- Mumbai- Gurgaon,3-7 yrs,Business Development Management- Enterprise Sales- Solution Sales...,Title : Business Development Manager- Enterprise Sales  Location : Gurugram/ Gurgaon- Mumbai- ...,Not disclosed,2018-03-22,3,7,0,0
https://www.naukri.com/job-listings-AM-Manager-Talent-Acquisition-IT-Pyramid-HR-Solutions-Noida-1-to-6-years-200318005753?src=jobsearchDesk&sid=15217229125272&xp=37&px=1,AM / Manager - Talent Acquisition - IT,AM / Manager - Talent Acquisition - IT,Pyramid HR Solutions,Noida,1-6 yrs,Manager - Talent Acquisition- Talent Acquisition- head hunting- hiring..., Job Description   - Looking for suave recruitment specialist with strong exposure to ...,Not disclosed,2018-03-22,1,6,0,0
https://www.naukri.com/job-listings-Business-Analyst-Krescent-IT-Labs-Pvt-Ltd-Krescent-IT-labs-Private-Limited-Chandigarh-Mohali-Panchkula-0-to-5-years-271217006648?src=jobsearchDesk&sid=15217229125272&xp=38&px=1,Job Opportunities| Business Analyst| Krescent IT Labs Pvt Ltd,Job Opportunities| Business Analyst| Krescent IT Labs Pvt Ltd,Krescent IT labs Private Limited,Chandigarh- Mohali- Panchkula,0-5 yrs,Business Analysis- User Acceptance Testing- Effort Estimation- Test Lead..., ,100000 - 500000 P.A.,2018-03-22,0,5,100000,500000
https://www.naukri.com/job-listings-Team-Lead-PHP-Krescent-IT-Labs-Pvt-Ltd-Krescent-IT-labs-Private-Limited-Chandigarh-Mohali-Panchkula-3-to-6-years-180118004615?src=jobsearchDesk&sid=15217229125272&xp=39&px=1,Job Opportunities | Team Lead- PHP | Krescent IT Labs Pvt Ltd,Job Opportunities | Team Lead- PHP | Krescent IT Labs Pvt Ltd,Krescent IT labs Private Limited,Chandigarh- Mohali- Panchkula,3-6 yrs,javascript- core php- zoho- API- jquery, ,300000 - 500000 P.A.,2018-03-22,3,6,300000,500000
https://www.naukri.com/job-listings-Hiring-Btech-Fresher-s-For-US-IT-Staffing-Company-Smart-Steps-HR-Services-Noida-0-to-1-years-220318005964?src=jobsearchDesk&sid=15217229125272&xp=40&px=1,Hiring Btech Fresher's For US IT Staffing Company.,Hiring Btech Fresher's For US IT Staffing Company.,Smart Steps HR Services,Noida,0-1 yrs,Technical Recruitment- US IT Staffing- Hiring- Technical Recruiter...,# Responsible for recruiting candidates for US IT companies.    # Core Technical ...,200000 - 250000 P.A.,2018-03-22,0,1,200000,250000
https://www.naukri.com/job-listings-Opening-for-IT-Technical-Recruiter-RANDSTAD-INDIA-PVT-LTD-Bengaluru-1-to-2-years-220318005009?src=jobsearchDesk&sid=15217229125272&xp=41&px=1,Opening for IT Technical Recruiter.,Opening for IT Technical Recruiter.,RANDSTAD INDIA PVT LTD,Bengaluru,1-2 yrs,IT Recruitment- technical recruitment- technical hiring...,Hi All    We have an opening for an IT Recruiter role    Exp;1 ...,100000 - 300000 P.A.,2018-03-22,1,2,100000,300000
https://www.naukri.com/job-listings-US-IT-Recruiter-V-Soft-Consulting-Corporation-Private-Limited-Hyderabad-3-to-6-years-220318003745?src=jobsearchDesk&sid=15217229125272&xp=42&px=1,US IT Recruiter,US IT Recruiter,V-Soft Consulting  Corporation Private Limited,Hyderabad,3-6 yrs,us it recruitment- US IT Recruiter- us technical recruiter,Position - US IT Recruiter Experience - 3 to 6 years( Only Direct clients experience ...,325000 - 550000 P.A.,2018-03-22,3,6,325000,550000
https://www.naukri.com/job-listings-Vacancy-For-HR-Recruiter-non-IT-With-2coms-Consulting-Hyderabad-2Coms-Consulting-Pvt-Ltd-Hyderabad-1-to-3-years-220318003252?src=jobsearchDesk&sid=15217229125272&xp=43&px=1,Vacancy For HR Recruiter(non - IT) With 2coms Consulting Hyderabad,Vacancy For HR Recruiter(non - IT) With 2coms Consulting Hyderabad,2Coms Consulting Pvt Ltd.,Hyderabad,1-3 yrs,non it recruitment- screening- hiring- hr- sourcing- Recruiter- Recruitment...,We Have Urgent Vacancy for HR Recrutier / Sr.HR Recruiter with our Company. Kindly go through below ...,Not disclosed,2018-03-22,1,3,0,0
https://www.naukri.com/job-listings-Urgent-Requirement-for-IT-Recruiter-bangalore-Indranagar-iQuest-Management-Consultants-Pvt-Ltd-Bengaluru-Indra-Nagar-0-to-3-years-220318003015?src=jobsearchDesk&sid=15217229125272&xp=44&px=1,Urgent Requirement for IT Recruiter /bangalore Indranagar,Urgent Requirement for IT Recruiter /bangalore Indranagar,iQuest Management Consultants Pvt. Ltd,Bengaluru(Indra Nagar),0-3 yrs,it recruitment- it recruiter- talent acquisition- sourcing- recruitment...,1. Handling the complete recruitment and selection process- right from crystallizing the requirement ...,175000 - 300000 P.A. Fixed salary +incentives,2018-03-22,0,3,175000,300000
https://www.naukri.com/job-listings-Opening-fresher-it-mumbai-goregaon-immediate-Joinee-Growel-Softech-Pvt-Ltd-Mumbai-0-to-1-years-220318000884?src=jobsearchDesk&sid=15217229125272&xp=45&px=1,Job Opening-fresher-it-mumbai-goregaon-immediate Joinee,Job Opening-fresher-it-mumbai-goregaon-immediate Joinee,Growel Softech Pvt. Ltd.,Mumbai,0-1 yrs,Fresher- It Fresher- B.E.- B Tech Fresher- MCA- BCA- B Sc - IT- B Sc IT, We have urgent opening for our ...,200000 - 250000 P.A.,2018-03-22,0,1,200000,250000
https://www.naukri.com/job-listings-Asst-Manager-Technology-IT-Recruitment-team-Handling-Exp-must-ABC-Consultants-Pvt-Ltd-Mumbai-8-to-13-years-220318000866?src=jobsearchDesk&sid=15217229125272&xp=46&px=1,Asst. Manager - Technology (IT) Recruitment (team Handling Exp.must ),Asst. Manager - Technology (IT) Recruitment (team Handling Exp.must ),ABC Consultants Pvt Ltd,Mumbai,8-13 yrs,it recruitment- team handling- technology recruitment...,Role - Assistant Manager - Technology (IT) Recruitment.    Location Mumbai ...,800000 - 1100000 P.A.,2018-03-22,8,13,800000,1100000
https://www.naukri.com/job-listings-Head-Technology-Project-IT-Systems-Infrastructure-Bengaluru-4-to-9-years-200318901808?src=jobsearchDesk&sid=15217229125272&xp=47&px=1,Head - Technology Project - IT Systems & Infrastructure,Head - Technology Project - IT Systems & Infrastructure,Premium,Bengaluru,4-9 yrs,IT Governance- Information Technology- IT Strategy- IT Infrastructure...,Head - Technology Project - IT Systems & Infrastructure (4-10 yrs)   Qualification B.Tech/B.E ...,Not disclosed,2018-03-22,4,9,0,0
https://www.naukri.com/job-listings-Hiring-IT-Helpdesk-IT-Service-Desk-TSR-TSE-TSO-in-Tcs-HP-Y-C-Padhmanaba-Bengaluru-0-to-5-years-170118000241?src=jobsearchDesk&sid=15217229125272&xp=48&px=1,Hiring IT Helpdesk / IT Service Desk / TSR / TSE / TSO in Tcs / HP.,Hiring IT Helpdesk / IT Service Desk / TSR / TSE / TSO in Tcs / HP.,Y.C.Padhmanaba,Bengaluru,0-5 yrs,technical associate- ites- it service desk- technical executive...,  *CANDIDATES PLEASE NOTE : CALLS HAVE TO BE MADE TO OUR DESIGNATED RECRUITMENT CONSULTANTS ...,175000 - 400000 P.A. Salary Hikes / Incentives / Ni...,2018-03-22,0,5,175000,400000
https://www.naukri.com/job-listings-Business-Analyst-It-enterprise-Development-Team-People-Hire-Consulting-Hyderabad-3-to-6-years-220318002798?src=jobsearchDesk&sid=15217229125272&xp=49&px=1,Business Analyst - It/enterprise Development Team,Business Analyst - It/enterprise Development Team,People Hire Consulting,Hyderabad,3-6 yrs,SQL Scripting- Business Analysis- Visio- Business Process Re - engineering-..., The ideal candidate will have:   - 3 to 6 years of experience in stakeholder management- ...,Not disclosed,2018-03-22,3,6,0,0
https://www.naukri.com/job-listings-Immediate-Hiring-for-Analyst-IT-Development-Bangalore-Ecentric-Solutions-Pvt-Ltd-Bengaluru-6-to-10-years-220318005103?src=jobsearchDesk&sid=15217229125272&xp=50&px=1,Immediate Hiring for Analyst IT Development- Bangalore,Immediate Hiring for Analyst IT Development- Bangalore,Ecentric Solutions Pvt. Ltd.,Bengaluru,6-10 yrs,Java Developer- SQL Queries- Selenium- Java, ,500000 - 1400000 P.A.,2018-03-22,6,10,500000,1400000
https://www.naukri.com/job-listings-Hiring-for-Experience-into-Tech-Support-IT-Help-Desk-in-Gurgaon-Advent-Global-Solutions-Limited-Gurgaon-1-to-4-years-160218001951?src=jobsearchDesk&sid=15217229155084&xp=1&px=2,Hiring for Experience into Tech Support IT Help Desk in Gurgaon,Hiring for Experience into Tech Support IT Help Desk in Gurgaon,Advent Global Solutions Limited,Gurgaon,1-4 yrs,Technical Support- Service Desk- IT Helpdesk- helpdesk executive, Dear Candidate-       Greetings from Advent Global Solutions- ...,300000 - 400000 P.A.,2018-03-22,1,4,300000,400000
